4.360198974609375000e+00,9.266917228698730469e+00,6.646344661712646484e+00,4.644937038421630859e+00,6.398000240325927734e+00,7.604955673217773438e+00,2.070259571075439453e+00,4.825441360473632812e+00,6.108461380004882812e+00,4.828181266784667969e+00,5.000000000000000000e+00
4.608351230621337891e+00,9.113355636596679688e+00,6.525491714477539062e+00,4.615478515625000000e+00,6.004836082458496094e+00,7.387436389923095703e+00,2.087047576904296875e+00,4.820023059844970703e+00,6.151783943176269531e+00,5.023344516754150391e+00,1.000000000000000000e+01
7.048034667968750000e+00,9.811671257019042969e+00,5.832849025726318359e+00,5.885941982269287109e+00,4.598951816558837891e+00,6.757156372070312500e+00,2.334053277969360352e+00,4.783192634582519531e+00,6.513950347900390625e+00,4.609464168548583984e+00,1.500000000000000000e+01
3.715017557144165039e+00,9.190209388732910156e+00,7.053010463714599609e+00,4.593136310577392578e+00,6.654078006744384766e+00,7.877138137817382812e+00,1.866354107856750488e+00,4.773066520690917969e+00,5.986950874328613281e+00,4.920037746429443359e+00,3.200000000000000000e+01
3.808227777481079102e+00,9.023322105407714844e+00,7.090296268463134766e+00,4.529394626617431641e+00,6.437612056732177734e+00,7.714101791381835938e+00,1.875250458717346191e+00,4.826601982116699219e+00,6.042520999908447266e+00,5.077029228210449219e+00,3.700000000000000000e+01
4.431209087371826172e+00,9.186701774597167969e+00,6.629938602447509766e+00,4.605278491973876953e+00,6.275090694427490234e+00,7.537711620330810547e+00,2.054152965545654297e+00,4.840556621551513672e+00,6.116814136505126953e+00,4.911270618438720703e+00,4.300000000000000000e+01
3.777240991592407227e+00,9.383436203002929688e+00,6.574138164520263672e+00,4.647192955017089844e+00,6.766860008239746094e+00,7.928638935089111328e+00,2.024029254913330078e+00,4.731634140014648438e+00,6.039688110351562500e+00,4.772656440734863281e+00,4.600000000000000000e+01
3.679656505584716797e+00,9.221640586853027344e+00,6.770548343658447266e+00,4.622652053833007812e+00,6.645410060882568359e+00,7.855594158172607422e+00,1.946825504302978516e+00,4.768307685852050781e+00,6.046447277069091797e+00,4.909732818603515625e+00,5.300000000000000000e+01
6.487210750579833984e+00,9.203866004943847656e+00,6.201594829559326172e+00,4.991577148437500000e+00,5.328790187835693359e+00,6.469906330108642578e+00,2.458170413970947266e+00,4.976727962493896484e+00,6.433416843414306641e+00,4.803841590881347656e+00,6.200000000000000000e+01
3.757084369659423828e+00,9.066074371337890625e+00,6.707211017608642578e+00,4.620882987976074219e+00,6.352773189544677734e+00,7.726971149444580078e+00,1.949441313743591309e+00,4.747865200042724609e+00,6.068020820617675781e+00,5.110515594482421875e+00,6.900000000000000000e+01
8.437504768371582031e+00,8.977686882019042969e+00,5.357123374938964844e+00,4.043362617492675781e+00,5.068165302276611328e+00,5.770591259002685547e+00,2.810359716415405273e+00,5.201512813568115234e+00,6.349830627441406250e+00,4.673484802246093750e+00,7.200000000000000000e+01
6.910633563995361328e+00,9.767457962036132812e+00,4.626896858215332031e+00,5.583907604217529297e+00,4.708055973052978516e+00,6.584616661071777344e+00,2.545765161514282227e+00,4.760422706604003906e+00,6.603910446166992188e+00,4.585573673248291016e+00,9.700000000000000000e+01
5.015139579772949219e+00,9.369828224182128906e+00,5.757533073425292969e+00,5.138550281524658203e+00,5.801101684570312500e+00,7.043425083160400391e+00,2.349316835403442383e+00,4.800226688385009766e+00,6.390139102935791016e+00,4.794968128204345703e+00,1.110000000000000000e+02
3.564666509628295898e+00,9.057124137878417969e+00,6.780233383178710938e+00,4.634510040283203125e+00,6.412617683410644531e+00,7.823745727539062500e+00,1.905830025672912598e+00,4.707624435424804688e+00,6.028581619262695312e+00,5.146648406982421875e+00,1.120000000000000000e+02
3.878739356994628906e+00,9.130386352539062500e+00,6.987729072570800781e+00,4.605256557464599609e+00,6.501432418823242188e+00,7.716931343078613281e+00,1.936153888702392578e+00,4.819733619689941406e+00,6.066698074340820312e+00,4.963229179382324219e+00,1.160000000000000000e+02
4.252564430236816406e+00,9.190719604492187500e+00,6.297266483306884766e+00,4.599697589874267578e+00,6.268254756927490234e+00,7.576697826385498047e+00,2.093661308288574219e+00,4.788278579711914062e+00,6.140676498413085938e+00,4.958330154418945312e+00,1.230000000000000000e+02
7.042933464050292969e+00,9.636178970336914062e+00,4.518696308135986328e+00,6.275548458099365234e+00,4.324620246887207031e+00,5.779131412506103516e+00,2.850006580352783203e+00,4.772251605987548828e+00,7.129062175750732422e+00,4.666725158691406250e+00,1.490000000000000000e+02
3.589107036590576172e+00,9.334424018859863281e+00,6.851240634918212891e+00,4.668471813201904297e+00,6.842007637023925781e+00,8.014004707336425781e+00,1.908577680587768555e+00,4.720359802246093750e+00,5.990995407104492188e+00,4.806933403015136719e+00,1.550000000000000000e+02
5.350112915039062500e+00,9.316820144653320312e+00,6.425015926361083984e+00,4.699006557464599609e+00,6.096380710601806641e+00,7.210295200347900391e+00,2.258097887039184570e+00,4.909163475036621094e+00,6.208399295806884766e+00,4.703757762908935547e+00,1.560000000000000000e+02
5.505616188049316406e+00,9.407768249511718750e+00,5.774630069732666016e+00,5.066299915313720703e+00,5.708446502685546875e+00,6.954067707061767578e+00,2.380277633666992188e+00,4.855132102966308594e+00,6.348187923431396484e+00,4.719356536865234375e+00,1.700000000000000000e+02
3.946751356124877930e+00,9.350752830505371094e+00,6.945898056030273438e+00,4.779151916503906250e+00,6.738588333129882812e+00,7.751636028289794922e+00,2.050270557403564453e+00,4.805154323577880859e+00,6.103229522705078125e+00,4.698273181915283203e+00,1.760000000000000000e+02
3.516971349716186523e+00,9.226811408996582031e+00,7.151849746704101562e+00,4.674914836883544922e+00,6.823515415191650391e+00,7.939847946166992188e+00,1.890475749969482422e+00,4.778581142425537109e+00,6.007133960723876953e+00,4.852597236633300781e+00,1.960000000000000000e+02
8.132292747497558594e+00,9.369804382324218750e+00,4.264363288879394531e+00,3.940266609191894531e+00,5.120095729827880859e+00,6.431464672088623047e+00,2.674818277359008789e+00,5.017376422882080078e+00,6.181586265563964844e+00,4.538721561431884766e+00,2.130000000000000000e+02
5.171710968017578125e+00,9.344751358032226562e+00,6.506484031677246094e+00,4.717587947845458984e+00,6.203690052032470703e+00,7.317064762115478516e+00,2.223179340362548828e+00,4.892081260681152344e+00,6.184257030487060547e+00,4.687023162841796875e+00,2.290000000000000000e+02
4.040268898010253906e+00,9.091771125793457031e+00,7.073266983032226562e+00,4.620736122131347656e+00,6.422406673431396484e+00,7.625600814819335938e+00,1.963193535804748535e+00,4.831977844238281250e+00,6.076882362365722656e+00,4.973844528198242188e+00,2.350000000000000000e+02
3.668183803558349609e+00,9.066386222839355469e+00,7.147893905639648438e+00,4.598055362701416016e+00,6.542361736297607422e+00,7.773863792419433594e+00,1.865370154380798340e+00,4.789900302886962891e+00,6.017167568206787109e+00,5.038835048675537109e+00,2.370000000000000000e+02
8.083847999572753906e+00,9.264263153076171875e+00,5.729541778564453125e+00,4.793335914611816406e+00,4.848067283630371094e+00,5.999280929565429688e+00,2.644596099853515625e+00,5.088517665863037109e+00,6.351219654083251953e+00,4.627382278442382812e+00,2.400000000000000000e+02
7.716396331787109375e+00,9.845443725585937500e+00,4.523976802825927734e+00,6.303334712982177734e+00,4.153322696685791016e+00,5.872532844543457031e+00,2.768731594085693359e+00,4.807749271392822266e+00,6.741650104522705078e+00,4.469688892364501953e+00,2.420000000000000000e+02
4.719547271728515625e+00,9.106166839599609375e+00,6.421144008636474609e+00,4.659352302551269531e+00,5.918733596801757812e+00,7.307336807250976562e+00,2.089988470077514648e+00,4.834562778472900391e+00,6.190068244934082031e+00,5.027329444885253906e+00,2.430000000000000000e+02
3.497986316680908203e+00,9.131630897521972656e+00,7.056779861450195312e+00,4.627849102020263672e+00,6.668274402618408203e+00,7.904422283172607422e+00,1.863178849220275879e+00,4.757387638092041016e+00,6.001832008361816406e+00,4.990028381347656250e+00,2.460000000000000000e+02
3.636042118072509766e+00,9.020833015441894531e+00,6.816190719604492188e+00,4.617114543914794922e+00,6.360888957977294922e+00,7.760555267333984375e+00,1.917482852935791016e+00,4.736375808715820312e+00,6.049643039703369141e+00,5.159554481506347656e+00,2.530000000000000000e+02
4.452942848205566406e+00,9.134752273559570312e+00,6.587954521179199219e+00,4.603806018829345703e+00,6.150801181793212891e+00,7.515242576599121094e+00,2.006033897399902344e+00,4.820060253143310547e+00,6.103858947753906250e+00,5.001543045043945312e+00,2.540000000000000000e+02
6.252808570861816406e+00,9.912652969360351562e+00,4.853602409362792969e+00,6.318424701690673828e+00,4.570459365844726562e+00,6.638027667999267578e+00,2.486444473266601562e+00,4.654525279998779297e+00,6.770743370056152344e+00,4.619404315948486328e+00,2.840000000000000000e+02
8.134851455688476562e+00,9.493596076965332031e+00,5.945621967315673828e+00,4.795708656311035156e+00,4.755301475524902344e+00,6.535324096679687500e+00,2.416859149932861328e+00,4.996704101562500000e+00,6.280685901641845703e+00,4.592530727386474609e+00,2.920000000000000000e+02
7.553206443786621094e+00,9.640906333923339844e+00,5.114885330200195312e+00,5.453591346740722656e+00,4.607027530670166016e+00,6.333531379699707031e+00,2.574858427047729492e+00,4.877053737640380859e+00,6.542755126953125000e+00,4.579600811004638672e+00,2.940000000000000000e+02
4.346986770629882812e+00,9.077610969543457031e+00,6.679783821105957031e+00,4.538225173950195312e+00,6.198707103729248047e+00,7.571587085723876953e+00,1.947067737579345703e+00,4.825522899627685547e+00,6.064285755157470703e+00,5.062715053558349609e+00,2.970000000000000000e+02
3.559635400772094727e+00,9.146096229553222656e+00,6.887530803680419922e+00,4.627982616424560547e+00,6.623317241668701172e+00,7.849690914154052734e+00,1.970948100090026855e+00,4.782256126403808594e+00,6.061561584472656250e+00,4.950504302978515625e+00,3.010000000000000000e+02
