"x","y","c"
-1.02427817544164,4.97036735565316,2
2.01565230045662,0.585629144634333,2
-0.41791872226858,3.71618477961872,2
-0.132052810195095,-0.325529903375341,2
-0.399721359811246,0.601123467969019,2
-1.52781456505159,0.163923807615853,2
1.48605655016553,-0.168044387750344,2
-1.58578903311898,-1.84430726253977,2
1.72312475705665,4.00588437529242,2
1.873102025232,-3.23146974324839,2
-12.5750565891799,11.9960269110972,5
-12.6761126032344,10.9503717247165,5
-12.5432805676648,12.5561445303961,5
-11.7471622829969,11.0981853252742,5
-11.1756086437983,10.4397202476837,5
-11.4620059966025,10.7316461132076,5
-11.3594801722007,11.4642381817712,5
-13.0196428169351,11.1921184936065,5
-11.943174775485,12.9502114035482,5
-13.1267634994753,11.7988317053275,5
-12.1142479265978,16.279358130157,7
-11.625627283263,16.9591021846485,7
-11.4963960940894,17.6266746999901,7
-12.0808740069154,16.1668777728116,7
-12.58933648777,16.5388021654842,7
-12.4980904717053,16.2635153510156,7
-12.7454127521371,16.2206815945753,7
-11.2863206361126,15.9668590584252,7
-11.1974886595955,15.5760896271291,7
-11.4789117146835,15.8469247028732,7
-16.3960457681923,12.7108293374269,1
-16.0771275340674,11.9341576878242,1
-16.442405961048,12.8567256248137,1
-15.9203186491209,13.0525069918207,1
-16.1470005557723,11.6705899255536,1
-16.2494267958362,11.8991984142697,1
-16.2162795313553,11.8034343029134,1
-15.8267133306481,11.7565796008438,1
-16.4113202729567,12.1097655610249,1
-14.9391888627916,12.4492878440199,1
-10.9074535280937,-11.642107066741,4
-12.6313724191854,-11.3463281586343,4
-10.3216516464982,-13.5286009053395,6
-11.4076650596625,-13.2400848867738,4
-13.2703455335964,-13.2200942278214,4
-11.3770707304932,-12.0112610106595,4
-11.5536026569675,-12.206008355651,4
-11.5873475186847,-12.069166823371,4
-12.3332499508592,-12.3979354694774,4
-12.5011503499137,-12.7727382165308,4
10.287603878557,11.2007812969607,3
10.5891452478728,12.5327582009501,3
11.6022992253943,11.715646753321,3
12.1249841273072,12.7801266892186,3
11.1244028143433,10.8406349665984,3
11.8541312157693,10.321571305798,3
10.6774153558346,11.441122597681,3
9.51021851769427,13.1791892650825,3
12.7937048393802,13.6074348032444,3
12.0659479710818,13.0290053586468,3
-1.33316630465217,-0.693495828581229,2
-0.871665954181304,-3.89400775812738,2
-1.67581649171656,-1.48305772261819,2
-2.83023286858752,2.27030478689603,2
0.326241845540778,-0.954789001503108,2
-1.05733036849133,-1.83091922621707,2
-4.33430036563978,-0.840681450082714,2
2.46971262987729,0.975483792253165,2
-1.55023477035037,1.56014282514566,2
-2.8145002219118,3.63906133155137,2
13.5978748647596,-11.8485077664307,9
12.1855695711693,-13.3033128568167,9
13.082042636197,-12.4109086942824,9
11.9582154695894,-13.6608462293503,9
11.420266674918,-12.8207505077041,9
11.2366210313958,-12.3772029407063,9
12.5473167389894,-10.3517081209238,9
11.9060639309307,-11.8185773072143,9
12.0806110733964,-11.5346874340789,9
10.7530214250007,-12.1435906156254,9
11.6566029429607,-16.2695986286768,8
12.1909012070077,-16.1811451460474,8
11.862507841996,-16.4173401834275,8
12.4022510716837,-16.2325576906575,8
11.9851309539434,-16.3174105721634,8
10.955624908345,-15.8547375872674,8
11.4449375231125,-15.9759416721975,8
12.6068846445705,-15.788844674801,8
12.2173878656293,-15.4983018848146,8
11.990086395469,-15.8934601071021,8
16.2523235059203,-12.1430257849224,9
15.1455508014454,-11.8348062131998,9
16.416795030426,-12.0543499539115,9
15.2994501939733,-11.6615995181291,9
15.1046524537169,-12.2301867806169,9
15.841919994688,-12.7672672902336,9
16.1074720500473,-11.7981010245949,9
15.7942212983352,-12.6080468433352,9
16.0151420793381,-11.8802271175785,9
16.0091575979667,-11.0837945205967,9
-11.2875030520454,-14.0341865367582,4
-14.4078758471191,-12.7103548775183,4
-13.6195725835446,-13.3823202954951,4
-10.2077718399924,-12.1885975587446,6
-13.1274155192739,-12.4799498376535,4
-13.4373917049793,-13.0494018064045,4
-13.5662474754149,-10.6151226944514,4
-12.765539698246,-11.403794481158,4
-11.8913081264291,-10.5470943057595,4
-12.61267108748,-12.0651684580104,4
12.2657097813136,11.9893975516171,3
12.333206448995,11.2069478696741,3
10.8080841107625,12.6939513157113,3
10.8068317215459,10.589591545628,3
12.4081157574959,13.0447874461401,3
12.3934398337256,12.4826970288614,3
12.0285893507824,12.4144191530655,3
11.3872863247422,12.7686678988122,3
11.6853052069057,12.3707032752229,3
10.0691254870471,12.7963113755455,3
-0.115901995553239,1.85463541213997,2
0.993607261522688,-1.41787695467708,2
-1.52224572574226,2.70552894996739,2
4.79246776419178,-0.879497121771084,2
-0.575736680724469,2.7405799315242,2
-1.92404257754143,-0.370795298710639,2
-3.05756740254598,-1.49866650749466,2
-1.5664358755346,1.8050335966793,2
-1.56632710356529,-0.157500715616581,2
6.61807689786111,1.32382797797449,2
-10.6375882545148,12.1284869931573,5
-12.9778728892013,11.4751211338692,5
-10.7081357614192,11.472301334279,5
-11.8723956802316,11.2379582219234,5
-12.9211721598534,12.2750163132448,5
-10.3142311836773,11.136657388256,5
-12.4994161218867,11.6959394453266,5
-10.5684004707562,10.3791762197899,5
-12.6441722453704,12.0752168313631,5
-13.7871536152303,11.7295787396052,5
-12.2759623781261,16.1651426647874,7
-12.6672718955106,15.7652261626604,7
-11.0995791357225,15.6835935347853,7
-13.8335266888005,16.3988902779456,7
-11.8779228743686,15.89402264452,7
-13.1818439400926,16.287003984299,7
-11.3580044386678,16.25209720646,7
-12.6636402590463,16.4912390293666,7
-12.3677306108472,16.2946791222306,7
-12.8863327995833,16.0375749718642,7
-15.7949671019425,12.4450231619405,1
-15.2018654849245,11.5421008623679,1
-16.1903559754604,12.7341945086933,1
-16.378048933158,11.6765360959302,1
-16.1511690586669,11.7665938135436,1
-15.5010413920942,12.1746619583341,1
-16.5695748877658,12.4050802937738,1
-16.3402143901995,11.9236702248813,1
-15.4428479731031,11.7001251922891,1
-15.4686874845831,12.3740353822055,1
-12.0166334258862,-11.6472883626883,4
-11.6644357071439,-12.4507503705371,4
-13.2017912759544,-13.648594021838,4
-12.4649772921282,-12.7789725492338,4
-11.35286132932,-11.297887442577,4
-12.8112411117651,-12.3569300188951,4
-13.4557113390696,-11.594489398445,4
-11.3463096797899,-12.5585045340302,4
-12.2994506001934,-10.8992884851576,4
-12.9900172924553,-12.6347531736425,4
11.4826985662929,10.9765021114996,3
12.0118471061956,11.3660000270377,3
13.3685944138676,13.3376630893116,3
11.9855602123296,12.572517331357,3
13.244755775765,12.0171652816876,3
12.2584635117769,13.0487215875122,3
12.7499529792941,11.3945149718341,3
12.4840535169489,12.7012277242484,3
11.7242744631327,11.9040503838671,3
12.1008463745491,10.9098034633996,3
1.22846581615466,2.51153963013397,2
2.42850862006291,1.41729305781506,2
1.65644970279823,-0.551922220875064,2
1.80022143440294,0.801052220667961,2
-4.87987986406956,3.40976553057218,2
-0.707137176131216,-0.805584079181515,2
-0.0312781944984131,0.0874551271378865,2
-1.67326336182562,0.751677717854178,2
0.499595514128835,-0.591510204641843,2
0.446020693735011,1.21756902273433,2
13.3692195394476,-13.3311679907003,9
11.5919560825693,-10.2483389668499,9
12.098427943676,-11.2124987258501,9
12.2628057006181,-12.7952225238522,9
12.7602471037027,-10.774000355906,9
11.9326271657493,-13.5895141111488,9
9.98248733127903,-12.6926481652381,9
13.9380287280559,-13.0457386007032,9
10.9627015290371,-12.6690415296751,9
11.9711284999494,-10.6877617226352,9
11.8049520099402,-15.04400296296,8
12.3704488859262,-15.8547917577387,8
12.2033318968079,-15.7695908220694,8
11.7726907961177,-16.3752010217723,8
11.7418368954312,-16.3976759842873,8
12.6867824350344,-16.1265793360507,8
12.2819766631809,-16.8004119364817,8
12.1033185056549,-15.5000989742116,8
12.257928826278,-16.5034072955548,8
12.4268641975617,-16.2790535230632,8
16.3536858696261,-11.7121353869323,9
16.9114573304523,-11.5690230170804,9
15.2726760486973,-12.1512925682763,9
15.9242024640218,-12.5453298921371,9
16.1301906520652,-10.7590542821928,9
15.9684451833923,-11.9358627979647,9
16.3050060991339,-12.0240805260396,9
15.8760214638746,-11.965193976691,9
16.0626291795023,-12.2165434379275,9
16.0411650914684,-11.6756657541408,9
-11.8441229076794,-12.9439276023907,4
-11.8815300047693,-11.9201465153283,4
-11.203141789806,-11.3382484455881,4
-12.6690352341895,-10.4509037921828,4
-11.5749289721535,-11.5714001472157,4
-12.7196080183408,-12.7283458678963,4
-12.3746144642474,-12.8389563168465,4
-12.2670755012929,-11.2789006761569,4
-10.8172174271651,-11.8588963526589,4
-13.4672623525015,-12.4763063479192,4
10.0159397445125,11.974955750593,3
11.8786957439335,11.5389470553739,3
11.8686613445252,14.6916948264358,3
12.601391314939,13.0932583540249,3
11.0773112579677,9.90504887903493,3
12.6150659349346,13.6386063659994,3
11.0477428968697,11.0156178246264,3
10.4837110638758,11.4935489457504,3
13.8394483792862,12.0423787733712,3
12.358880097371,11.2648009762076,3
0.715498063783312,0.387190706901812,2
-4.24229849101515,4.31164009378767,2
-2.62959557054958,0.269712691019482,2
-0.498864718134704,2.05408592745315,2
0.229826230678939,-1.72119863342045,2
