"x","y","c"
-1.02427817544164,4.97036735565316,1
2.01565230045662,0.585629144634333,2
-0.41791872226858,3.71618477961872,2
-0.132052810195095,-0.325529903375341,2
-0.399721359811246,0.601123467969019,2
-1.52781456505159,0.163923807615853,2
1.48605655016553,-0.168044387750344,2
-1.58578903311898,-1.84430726253977,2
1.72312475705665,4.00588437529242,3
1.873102025232,-3.23146974324839,2
-5.57505658917995,4.99602691109715,1
-5.6761126032344,3.95037172471651,1
-5.54328056766483,5.55614453039614,1
-4.74716228299692,4.09818532527416,1
-4.17560864379825,3.43972024768371,1
-4.46200599660252,3.73164611320764,1
-4.35948017220071,4.46423818177122,1
-6.0196428169351,4.19211849360653,1
-4.94317477548499,5.95021140354823,1
-6.12676349947527,4.79883170532747,1
-5.11424792659782,7.77935813015701,1
-4.62562728326303,8.45910218464845,1
-4.49639609408935,9.12667469999006,1
-5.08087400691543,7.66687777281157,1
-5.58933648777001,8.03880216548418,1
-5.49809047170532,7.76351535101556,1
-5.74541275213714,7.72068159457531,1
-4.28632063611259,7.46685905842518,1
-4.19748865959553,7.07608962712907,1
-4.47891171468348,7.34692470287319,1
-7.89604576819233,5.71082933742693,1
-7.57712753406741,4.9341576878242,1
-7.94240596104801,5.85672562481372,1
-7.42031864912087,6.05250699182071,1
-7.64700055577227,4.6705899255536,1
-7.74942679583619,4.89919841426967,1
-7.71627953135527,4.80343430291339,1
-7.32671333064805,4.75657960084385,1
-7.91132027295667,5.10976556102486,1
-6.43918886279155,5.44928784401991,1
-3.90745352809373,-4.64210706674098,4
-5.63137241918535,-4.34632815863434,4
-3.32165164649815,-6.52860090533954,4
-4.40766505966248,-6.24008488677381,4
-6.27034553359643,-6.22009422782138,4
-4.37707073049323,-5.01126101065953,4
-4.55360265696753,-5.20600835565103,4
-4.58734751868475,-5.06916682337097,4
-5.33324995085915,-5.39793546947744,4
-5.50115034991371,-5.77273821653077,4
3.28760387855702,4.20078129696071,3
3.58914524787284,5.53275820095015,3
4.60229922539429,4.71564675332102,3
5.12498412730724,5.78012668921862,3
4.1244028143433,3.84063496659843,3
4.85413121576927,3.32157130579797,3
3.6774153558346,4.44112259768102,3
2.51021851769427,6.1791892650825,3
5.79370483938019,6.60743480324443,3
5.06594797108182,6.02900535864677,3
-1.33316630465217,-0.693495828581229,2
